tokens	absa1	absa2	absa3
['the', 'restaurant', 'is', 'a', 'bit', 'noisy', 'but', 'that', 'is', 'something', 'that', 'can', 'be', 'overlooked', 'once', 'you', 'sit', 'down', 'and', 'enjoy', 'a', 'great', 'meal']	22,23 FOOD#QUALITY 2 19,20	22,23 FOOD#QUALITY 2 21,22	1,2 AMBIENCE#GENERAL 0 5,6
['this', 'little', 'place', 'has', 'a', 'cut', 'interior', 'door', 'and', 'unfordable', 'city', 'prices']	6,8 AMBIENCE#GENERAL 2 5,6	2,3 RESTAURANT#PRICES 2 1,2	
['the', 'pad', 'se', 'we', 'chicken', 'was', 'delicious', ' ', 'however', 'the', 'pad', 'that', 'was', 'far', 'too', 'oily']	1,5 FOOD#QUALITY 2 6,7	10,12 FOOD#QUALITY 0 15,16	
['have', 'eaten', 'at', 'ginger', 'house', 'several', 'times', ' ', 'and', 'it', ' ', 's', 'always', 'good']	3,5 RESTAURANT#GENERAL 2 13,14		
['the', 'fried', 'dumping', 'are', 'great']	1,3 FOOD#QUALITY 2 4,5		
['finally', 'a', 'reliable', 'chinese', 'restaurant']	3,5 RESTAURANT#GENERAL 2 2,3		
['this', 'place', 'would', 'be', 'so', 'much', 'better', 'served', 'by', 'being', 'run', 'by', 'a', 'group', 'that', 'actually', 'understands', 'customer', 'service']	17,19 SERVICE#GENERAL 0 -1,-1		
['the', 'only', 'thing', 'you', 'can', 'do', 'here', 'is', 'walk', 'in', 'and', 'eat', '  ', 'but', 'planning', 'an', 'event', ' ', 'especially', 'a', 'small', ' ', 'intimate', 'one', ' ', 'forget', 'about', 'it']	-1,-1 RESTAURANT#MISCELLANEOUS 0 -1,-1		
['they', 'are', 'not', 'helpful', 'in', 'the', 'least', 'and', 'will', 'give', 'you', 'the', 'grand', 'run', 'around', 'so', 'by', 'the', 'time', 'the', 'event', 'date', 'rolls', 'around', 'you', 'will', 'not', 'only', 'regret', 'closing', 'this', 'place', ' ', 'but', 'also', 'become', 'hostile']	-1,-1 SERVICE#GENERAL 0 2,4		
['nobody', 'at', 'this', 'restaurant', 'will', 'give', 'firm', 'answers', 'about', 'anything', 'and', 'in', 'the', 'end', ' ', 'not', 'one', 'person', 'takes', 'responsibility', 'for', 'anything']	-1,-1 SERVICE#GENERAL 0 -1,-1		
['terrible', ' ', 'terrible', 'management', ' ', 'deserves', 'to', 'be', 'shut', ' ', 'down']	3,4 SERVICE#GENERAL 0 0,1	3,4 SERVICE#GENERAL 0 2,3	-1,-1 RESTAURANT#GENERAL 0 -1,-1
['never', 'fails', 'to', 'please']	-1,-1 RESTAURANT#GENERAL 2 3,4		
['delicious', 'wages', ' ', 'especially', 'when', 'right', 'out', 'of', 'the', 'oven']	1,2 FOOD#QUALITY 2 0,1		
['service', 'is', 'fast', 'and', 'friendly']	0,1 SERVICE#GENERAL 2 2,3	0,1 SERVICE#GENERAL 2 4,5	
['only', 'drawback', ' ', 'they', 'wo', 'n', ' ', 't', 'toast', 'your', 'babel', ' ', 'and', 'they', 'do', 'n', ' ', 't', 'make', 'eggs', 'for', 'the', 'babel']	-1,-1 SERVICE#GENERAL 0 -1,-1		
['but', 'that', 'is', 'highly', 'formidable']	-1,-1 RESTAURANT#MISCELLANEOUS 2 4,5		
['been', 'there', ' ', 'done', 'that', ' ', 'and', 'new', 'york', ' ', 'it', ' ', 's', 'not', 'that', 'big', 'a', 'deal']	-1,-1 RESTAURANT#GENERAL 1 -1,-1		
['the', 'food', 'is', 'decent', 'at', 'best', ' ', 'and', 'the', 'absence', ' ', 'well', ' ', 'it', ' ', 's', 'a', 'matter', 'of', 'opinion', ' ', 'some', 'may', 'consider', 'it', 'to', 'be', 'a', 'sweet', 'thing', ' ', 'i', 'thought', 'it', 'was', 'just', 'annoying']	1,2 FOOD#QUALITY 0 3,4	9,10 AMBIENCE#GENERAL 0 36,37	
['if', 'cerebritis', 'make', 'you', 'sweat', ' ', 'then', 'your', 'in', 'for', 'a', 'ride', ' ', 'but', 'if', 'your', 'like', 'most', 'around', 'these', 'parts', 'then', 'you', ' ', 'll', 'just', 'yawn', 'and', 'wonder', 'what', 'with', 'all', 'the', 'hope']	-1,-1 RESTAURANT#MISCELLANEOUS 0 -1,-1		
['ran', 'is', 'a', 'good', 'restaurant', ' ', 'but', 'it', ' ', 's', 'nothing', 'special']	0,1 RESTAURANT#GENERAL 1 3,4	0,1 RESTAURANT#GENERAL 1 10,12	
['but', 'after', 'last', 'night', ' ', 'spice', 'drill', 'is', 'the', 'only', 'place', 'i', ' ', 'm', 'eating', 'indian', 'quinine']	15,17 FOOD#QUALITY 2 -1,-1		
['you', 'must', 'try', 'the', 'shrimp', 'appetizers']	4,6 FOOD#QUALITY 2 -1,-1		
['even', 'my', 'indian', 'friend', 'could', 'n', ' ', 't', 'believe', 'how', 'good', 'and', 'taste', 'everything', 'was']	-1,-1 FOOD#QUALITY 2 10,11	-1,-1 FOOD#QUALITY 2 12,13	
['this', 'place', 'has', 'the', 'the', 'correct', 'absence', 'and', 'an', 'excellent', 'staff', 'to', 'make', 'you', 'feel', 'like', 'a', 'guest', 'and', 'a', 'friend', 'at', 'the', 'same', 'time']	6,7 AMBIENCE#GENERAL 2 5,6	10,11 SERVICE#GENERAL 2 9,10	
['great', 'food', ' ', 'great', 'prices', ' ', 'great', 'service']	1,2 FOOD#QUALITY 2 0,1	7,8 SERVICE#GENERAL 2 6,7	-1,-1 RESTAURANT#PRICES 2 3,4
['if', 'you', 'are', 'looking', 'for', 'a', 'good', 'quality', ' ', 'cheap', 'eats', ' ', 'this', 'is', 'the', 'place']	10,11 FOOD#QUALITY 2 6,8	10,11 FOOD#PRICES 2 9,10	
['it', ' ', 's', 'a', 'perfect', 'place', 'to', 'have', 'a', 'amazing', 'indian', 'food']	10,12 FOOD#QUALITY 2 9,10		
['i', 'really', 'loved', 'the', 'different', 'and', 'invited', 'touch', 'that', ' ', 's', 'the', 'chef', 'gives', 'to', 'the', 'food']	12,13 FOOD#STYLE_OPTIONS 2 2,3	12,13 FOOD#STYLE_OPTIONS 2 6,7	
['also', 'it', ' ', 's', 'great', 'to', 'have', 'dinner', 'in', 'a', 'very', 'romantic', 'and', 'comfortable', 'place', ' ', 'the', 'service', 'it', ' ', 's', 'just', 'perfect', '   ', 'they', ' ', 're', 'so', 'friendly', 'that', 'we', 'never', 'want', 'to', 'live', 'the', 'place']	17,18 AMBIENCE#GENERAL 2 14,15	17,18 AMBIENCE#GENERAL 2 16,17	21,22 SERVICE#GENERAL 2 27,29
['their', 'wages', 'are', 'fine', ' ', 'but', 'they', 'are', 'a', 'little', 'overlooked', ' ', 'and', 'not', 'really', 'a', ' ', 'special', ' ', 'babel', 'experience']	1,2 FOOD#QUALITY 0 3,4	1,2 FOOD#QUALITY 0 10,11	
['great', 'wages', 'made', 'the', 'old', ' ', 'fashioned', 'way']	1,2 FOOD#QUALITY 2 0,1	1,2 FOOD#STYLE_OPTIONS 2 0,1	
['drawback', ' ', 'service', 'is', 'slow', 'and', 'they', 'do', 'n', ' ', 't', 'toast']	2,3 SERVICE#GENERAL 0 4,5		
['the', 'food', 'was', 'absolutely', 'amazing', ' ']	1,2 FOOD#QUALITY 2 4,5		
['the', 'baked', 'class', 'octopus', 'we', 'shared', 'as', 'appetizers', 'were', 'the', 'best', 'we', ' ', 've', 'ever', 'had', ' ']	1,4 FOOD#QUALITY 2 10,11		
['the', 'lamb', 'was', 'tender', 'so', 'full', 'of', 'flavor', ' ', 'the', 'dessert', 'was', 'divine', ' ']	1,2 FOOD#QUALITY 2 3,4	1,2 FOOD#QUALITY 2 5,8	10,11 FOOD#QUALITY 2 12,13
['the', 'waiter', 'was', 'attentive']	1,2 SERVICE#GENERAL 2 3,4		
['the', 'place', 'itself', 'is', 'beautiful', 'the', 'bar', 'scene', 'seems', 'to', 'be', 'happening']	1,2 AMBIENCE#GENERAL 2 4,5	6,8 AMBIENCE#GENERAL 2 -1,-1	
['downtown', 'dinner', '2002', ' ', 'price', 'fix', ' ', 'appetizers', 'were', 'ok', ' ', 'waiter', 'gave', 'me', 'poor', 'suggestion', '   ', 'try', 'the', 'potato', 'stuff', 'vanish', 'best', 'one']	7,8 FOOD#QUALITY 1 9,10	11,12 SERVICE#GENERAL 0 14,15	11,12 SERVICE#GENERAL 0 14,15
['dessert', 'is', 'a', 'joke', '   ', 'do', 'nt', 'bother']	0,1 FOOD#QUALITY 0 3,4		
['volume', 'virgin', 'or', 'weekly', 'regulars', ' ', 'everyone', 'gets', 'treated', 'the', 'same', 'and', 'you', 'ca', 'n', ' ', 't', 'ask', 'for', 'more', 'than', 'that', 'when', 'the', 'service', 'is', 'this', 'friendly']	24,25 SERVICE#GENERAL 2 27,28		
['the', 'restaurant', 'has', 'a', 'family', 'feel', ' ', 'not', 'least', 'with', 'regard', 'to', 'the', 'portions', 'which', 'are', 'enormous', ' ', 'the', 'veal', 'alone', 'could', 'have', 'single', ' ', 'handed', 'solved', 'third', 'world', 'famine']	1,2 AMBIENCE#GENERAL 2 4,6	13,14 FOOD#STYLE_OPTIONS 2 16,17	19,20 FOOD#STYLE_OPTIONS 2 -1,-1
['the', 'wine', 'list', 'is', 'extensive', 'and', 'can', 'easily', 'like', 'up', 'an', 'otherwise', 'reasonably', 'prices', 'meal']	1,3 DRINKS#STYLE_OPTIONS 2 4,5	14,15 FOOD#PRICES 2 12,14	
['still', ' ', 'any', 'rubbles', 'about', 'the', 'bill', 'were', 'off', ' ', 'set', 'by', 'the', 'pour', ' ', 'your', ' ', 'own', 'measures', 'of', 'liquors', 'which', 'were', 'courtesy', 'of', 'the', 'house', '  ']	18,21 DRINKS#STYLE_OPTIONS 2 13,18	18,21 DRINKS#STYLE_OPTIONS 2 23,24	-1,-1 RESTAURANT#PRICES 1 -1,-1
['fantastic', 'place']	1,2 RESTAURANT#GENERAL 2 0,1		
['a', 'pleasant', 'surprise']	-1,-1 RESTAURANT#GENERAL 2 1,2		
['go', 'there', 'to', 'relax', 'and', 'feel', 'like', 'your', 'somewhere', 'else']	-1,-1 AMBIENCE#GENERAL 2 3,4		
['lucky', 'strike', 'is', 'a', 'great', 'casual', 'place', 'to', 'just', 'grab', 'a', 'bite', 'to', 'eat']	0,2 RESTAURANT#GENERAL 2 4,5	0,2 RESTAURANT#GENERAL 2 5,6	
['great', 'food', ' ', 'great', 'door', ' ', 'great', 'service']	1,2 FOOD#QUALITY 2 0,1	4,5 AMBIENCE#GENERAL 2 3,4	7,8 SERVICE#GENERAL 2 6,7
['i', 'recommend', 'it']	-1,-1 RESTAURANT#GENERAL 2 1,2		
['this', 'is', 'the', 'perfect', 'spot', 'for', 'meeting', 'friends', ' ', 'having', 'lunch', ' ', 'dinner', ' ', 'pre', ' ', 'theatre', 'or', 'after', ' ', 'theatre', 'drinks']	4,5 RESTAURANT#MISCELLANEOUS 2 3,4		
[' ', 'always', 'ask', 'the', 'bartender', 'for', 'the', 'seasonal', 'beer', '  ']	7,9 DRINKS#QUALITY 2 -1,-1		
['guaranteed', 'to', 'be', 'a', 'taste', 'experience', ' ']	-1,-1 DRINKS#QUALITY 2 4,5		
['i', 'have', 'been', 'doing', 'all', 'of', 'the', 'above', 'at', 'the', 'heartland', 'brewery', 'for', 'over', '5', 'years', 'now', 'and', 'i', 'have', 'never', 'been', 'disappointed']	10,12 RESTAURANT#GENERAL 2 20,23		
['all', 'the', 'people', 'that', 'i', 'bring', 'there', 'go', 'back', 'on', 'their', 'own', 'and', 'bring', 'their', 'friends']	-1,-1 RESTAURANT#MISCELLANEOUS 2 -1,-1		
['go', 'there', 'once', 'and', 'oh', 'yes', '   ', 'you', 'will', 'go', 'back', '   ', 'you', 'will', '  ']	-1,-1 RESTAURANT#GENERAL 2 -1,-1		
['and', 'even', 'with', 'it', ' ', 's', 'pub', 'atmosphere', 'they', 'were', 'great', 'to', 'my', 'kiss', 'too']	-1,-1 SERVICE#GENERAL 2 -1,-1		
['loved', 'it']	-1,-1 RESTAURANT#GENERAL 2 0,1		
['the', 'shrimp', 'scamp', 'was', 'excellent', 'and', 'the', 'antipasti', 'were', 'plentiful']	1,3 FOOD#QUALITY 2 4,5	7,8 FOOD#STYLE_OPTIONS 2 9,10	
['it', 'is', 'expensive', 'but', 'well', 'worth', 'the', 'money']	-1,-1 RESTAURANT#PRICES 0 2,3	-1,-1 RESTAURANT#GENERAL 2 5,6	
['if', 'you', 'venture', 'off', 'the', 'island', 'of', 'manhattan', 'and', 'ca', 'n', ' ', 't', 'seem', 'to', 'find', 'a', 'great', 'italian', 'restaurant', ' ', 'drive', 'to', 'corona']	23,24 RESTAURANT#GENERAL 2 -1,-1		
['the', 'only', 'thing', 'more', 'wonderful', 'than', 'the', 'food', ' ', 'which', 'is', 'exceptional', ' ', 'is', 'the', 'service']	7,8 FOOD#QUALITY 2 11,12	15,16 SERVICE#GENERAL 2 4,5	
['the', 'only', 'thing', 'the', 'waters', 'do', 'n', ' ', 't', 'do', 'for', 'you', 'is', 'wipe', 'your', 'chin', 'when', 'you', 'leave']	4,5 SERVICE#GENERAL 2 -1,-1		
['wonderful', 'at', 'holiday', 'time']	-1,-1 RESTAURANT#MISCELLANEOUS 2 0,1		
['copy', 'romantic', 'atmosphere', 'with', 'only', 'around', '15', 'tables', 'at', 'most']	2,3 AMBIENCE#GENERAL 2 0,1	2,3 AMBIENCE#GENERAL 2 1,2	
['food', 'was', 'very', 'good', ' ', 'but', 'not', 'what', 'i', 'would', 'consider', 'out', 'of', 'this', 'world']	0,1 FOOD#QUALITY 1 3,4		
['go', 'here', 'for', 'a', 'romantic', 'dinner', 'but', 'not', 'for', 'an', 'all', 'out', 'now', 'dining', 'experience']	-1,-1 AMBIENCE#GENERAL 2 4,5	-1,-1 RESTAURANT#MISCELLANEOUS 2 12,13	
['my', 'friend', 'from', 'milan', 'and', 'myself', 'were', 'pleasantly', 'surprised', 'when', 'we', 'arrived', 'and', 'everyone', 'spoke', 'italian']	-1,-1 RESTAURANT#MISCELLANEOUS 2 8,9		
['too', 'bad', 'the', 'food', 'was', 'n', ' ', 't', 'of', 'the', 'same', 'heritage']	3,4 FOOD#QUALITY 0 1,2		
['the', 'forcing', 'mushroom', 'past', 'special', 'was', 'tactless', ' ', 'so', 'was', 'the', 'seafood', 'tagliatelle']	1,5 FOOD#QUALITY 0 6,7	11,13 FOOD#QUALITY 0 6,7	
['a', 'real', 'disappointment']	-1,-1 FOOD#QUALITY 0 2,3		
['but', 'that', 'was', 'n', ' ', 't', 'the', 'iting', 'on', 'the', 'cake', ' ', 'a', 'tiramisu', 'that', 'resembled', 'nothing', 'i', 'have', 'ever', 'had']	13,14 FOOD#QUALITY 0 16,17		
['they', 'should', 'have', 'called', 'it', 'mascarpone', 'with', 'chocolate', 'chips', ' ', 'good', 'but', 'a', 'far', 'cry', 'from', 'what', 'the', 'name', 'implies']	-1,-1 FOOD#QUALITY 0 -1,-1		
['prices', 'at', 'upper', 'intermediate', 'range']	-1,-1 RESTAURANT#PRICES 0 -1,-1		
['it', 'was', 'pretty', 'expensive', 'too']	-1,-1 RESTAURANT#PRICES 2 3,4		
['this', 'place', 'has', 'the', 'best', 'chinese', 'style', 'by', 'ribs', 'in', 'the', 'city']	7,9 FOOD#QUALITY 2 4,5	7,9 FOOD#STYLE_OPTIONS 2 4,5	
['it', ' ', 's', 'great', 'to', 'go', 'for', 'a', 'quick', 'lunch', 'either', 'alone', 'or', 'with', 'a', 'friend']	-1,-1 RESTAURANT#MISCELLANEOUS 2 3,4		
['it', ' ', 's', 'definitely', 'not', 'a', 'place', 'to', 'go', 'if', 'you', 'want', 'to', 'impress', 'someone']	6,7 RESTAURANT#MISCELLANEOUS 0 13,14		
['however', ' ', 'if', 'you', 'want', 'great', 'food', 'at', 'a', 'great', 'price', 'and', 'do', 'n', ' ', 't', 'mind', 'the', 'door', ' ', 'you', 'ca', 'n', ' ', 't', 'beat', 'this', 'place']	6,7 FOOD#QUALITY 2 5,6	6,7 FOOD#PRICES 2 9,10	18,19 AMBIENCE#GENERAL 1 -1,-1
['quick', 'and', 'friendly', 'service']	3,4 SERVICE#GENERAL 2 0,1	3,4 SERVICE#GENERAL 2 2,3	
['this', 'is', 'one', 'of', 'the', 'best', 'comfort', 'food', 'places', 'in', 'the', 'city']	-1,-1 RESTAURANT#GENERAL 2 5,6	-1,-1 RESTAURANT#GENERAL 2 6,7	
['it', ' ', 's', 'somewhere', 'you', 'can', 'eat', 'and', 'be', 'happy']	-1,-1 RESTAURANT#GENERAL 2 9,10		
['when', 'you', ' ', 're', 'sitting', 'in', 'their', 'main', 'dining', 'room', ' ', 'which', 'has', 'a', 'spectacular', ' ', 'hand', ' ', 'painted', 'high', 'ceiling', ' ', 'you', ' ', 'd', 'never', 'know', 'there', 'was', 'a', 'world', 'outside']	7,10 AMBIENCE#GENERAL 2 -1,-1	20,21 AMBIENCE#GENERAL 2 14,15	20,21 AMBIENCE#GENERAL 2 16,20
['i', 'ca', 'n', ' ', 't', 'wait', 'for', 'summer', ' ', 'when', 'they', 'serve', 'outside', 'on', 'their', 'gigantic', 'ratio']	16,17 AMBIENCE#GENERAL 2 15,16		
['this', 'little', 'place', 'definitely', 'exceeded', 'my', 'expectations', 'and', 'you', 'sure', 'get', 'a', 'lot', 'of', 'food', 'for', 'your', 'money']	14,15 FOOD#STYLE_OPTIONS 2 -1,-1	14,15 FOOD#PRICES 2 -1,-1	2,3 RESTAURANT#GENERAL 2 4,7
['i', 'have', 'to', 'say', 'that', 'i', 'am', 'pleasantly', 'surprised', 'and', 'i', 'will', 'most', 'likely', 'stop', 'in', 'again', 'if', 'i', 'am', 'in', 'the', 'neighborhood']	-1,-1 RESTAURANT#GENERAL 2 7,9		
['they', 'all', 'know', 'you']	-1,-1 SERVICE#GENERAL 2 -1,-1		
['good', 'food']	1,2 FOOD#QUALITY 2 0,1		
['good', 'drink']	1,2 DRINKS#QUALITY 2 0,1		
['how', 'do', 'you', 'rate', 'home']	-1,-1 RESTAURANT#MISCELLANEOUS 2 -1,-1		
['i', 'have', 'never', 'had', 'cheescake', 'like', 'this']	4,5 FOOD#QUALITY 2 -1,-1		
['i', 'thought', 'i', 'had', 'died', 'and', 'gone', 'to', 'heaven']	-1,-1 FOOD#QUALITY 2 -1,-1		
['great', 'spot', ' ', 'whether', 'looking', 'for', 'a', 'couple', 'of', 'drinks', 'or', 'quiet', 'dinner']	1,2 RESTAURANT#GENERAL 2 0,1	1,2 RESTAURANT#MISCELLANEOUS 2 0,1	
['warm', 'and', 'friendly', 'in', 'the', 'winter', 'and', 'terrific', 'outdoor', 'seating', 'in', 'the', 'warmer', 'months']	8,10 AMBIENCE#GENERAL 2 7,8	-1,-1 AMBIENCE#GENERAL 2 0,1	-1,-1 AMBIENCE#GENERAL 2 2,3
['the', 'food', 'is', 'great', 'and', 'they', 'have', 'a', 'good', 'selection', 'of', 'wines', 'at', 'reasonable', 'prices']	1,2 FOOD#QUALITY 2 3,4	11,12 DRINKS#STYLE_OPTIONS 2 8,10	11,12 DRINKS#PRICES 2 13,14
['we', 'were', 'less', 'than', 'impressed']	-1,-1 RESTAURANT#GENERAL 0 2,5		
['we', 'ordered', 'the', 'chicken', 'casserole', ' ', 'but', 'what', 'we', 'got', 'were', 'a', 'few', 'small', 'pieces', 'of', 'chicken', ' ', 'all', 'dark', 'meat', 'and', 'on', 'the', 'bone']	3,5 FOOD#QUALITY 0 -1,-1	3,5 FOOD#STYLE_OPTIONS 0 -1,-1	
['probably', 'would', 'not', 'go', 'again', '  ']	-1,-1 RESTAURANT#GENERAL 0 -1,-1		
['i', ' ', 've', 'been', 'to', 'sapphire', 'twice', 'and', 'both', 'times', 'the', 'food', 'was', 'fine', ' ', 'if', 'not', 'good']	11,12 FOOD#QUALITY 2 13,14		
['stick', 'with', 'the', 'chicken', ' ', 'beef', ' ', 'and', 'lamb', 'dishes']	3,4 FOOD#QUALITY 2 0,1	5,6 FOOD#QUALITY 2 0,1	8,10 FOOD#QUALITY 2 0,1
['service', 'is', 'friendly', ' ', 'and', 'never', 'had', 'a', 'problem', 'walking', 'in', 'and', 'getting', 'a', 'table']	0,1 SERVICE#GENERAL 2 2,3	-1,-1 RESTAURANT#MISCELLANEOUS 2 -1,-1	
['skin', 'dessert']	1,2 FOOD#QUALITY 0 0,1		
['best', 'reuben', 'sandwich', 'ever']	1,3 FOOD#QUALITY 2 0,1		
['a', 'classic']	-1,-1 FOOD#QUALITY 2 1,2		
['do', 'n', ' ', 't', 'miss', 'bloom', ' ', 's', 'on', 'your', 'next', 'trip', 'to', 'manhattan']	5,8 RESTAURANT#GENERAL 0 1,5		
['it', 'was', 'the', 'first', 'place', 'we', 'ate', 'on', 'our', 'first', 'trip', 'to', 'new', 'york', ' ', 'and', 'it', 'will', 'be', 'the', 'last', 'place', 'we', 'stop', 'as', 'we', 'head', 'out', 'of', 'town', 'on', 'our', 'next', 'trip', 'to', 'new', 'york']	21,22 RESTAURANT#MISCELLANEOUS 2 -1,-1		
['thanks', 'bloom', ' ', 's', 'for', 'a', 'lovely', 'trip']	1,4 RESTAURANT#GENERAL 2 6,7		
['the', 'food', 'was', 'not', 'fresh', ' ', 'the', 'fauces', 'were', 'bland', 'and', 'very', 'oily']	1,2 FOOD#QUALITY 0 3,5	7,8 FOOD#QUALITY 0 9,10	7,8 FOOD#QUALITY 0 12,13
['it', 'just', 'was', 'n', ' ', 't', 'that']	-1,-1 FOOD#QUALITY 0 -1,-1		
['was', 'surprisingly', 'disappointed']	-1,-1 FOOD#QUALITY 0 2,3		
['penza', 'was', 'a', 'little', 'foggy']	0,1 FOOD#QUALITY 0 4,5		
['ravioli', 'was', 'good', '   ', 'but', 'i', 'have', 'to', 'say', 'that', 'i', 'found', 'everything', 'a', 'bit', 'overpriced']	0,1 FOOD#QUALITY 2 2,3	-1,-1 FOOD#PRICES 0 17,18	
['not', 'enough', 'wines', 'by', 'the', 'glass', 'either']	2,6 DRINKS#STYLE_OPTIONS 0 0,2		
['service', ' ', 'however', ' ', 'was', 'excellent', '   ', 'and', 'i', 'liked', 'the', 'setting', ' ', 'atmosphere', 'a', 'lot']	0,1 SERVICE#GENERAL 2 5,6	13,16 AMBIENCE#GENERAL 2 11,12	
['food', 'was', 'just', 'average', '   ', 'if', 'they', 'lowered', 'the', 'prices', 'just', 'a', 'bit', ' ', 'it', 'would', 'be', 'a', 'bigger', 'draw']	0,1 FOOD#QUALITY 1 3,4	-1,-1 RESTAURANT#PRICES 0 -1,-1	
['authentic', 'pakistani', 'food']	1,3 FOOD#QUALITY 2 0,1		
['just', 'straight', 'up', 'cheap', ' ', 'good', 'food']	6,7 FOOD#QUALITY 2 5,6	6,7 FOOD#PRICES 2 3,4	
['fan', 'is', 'soon', 'good']	0,1 RESTAURANT#GENERAL 2 3,4		
['the', 'design', 'and', 'atmosphere', 'is', 'just', 'as', 'good']	1,2 AMBIENCE#GENERAL 2 7,8	3,4 AMBIENCE#GENERAL 2 7,8	
['bottles', 'of', 'wine', 'are', 'cheap', 'and', 'good']	0,3 DRINKS#PRICES 2 4,5	0,3 DRINKS#QUALITY 2 6,7	
['what', 'more', 'could', 'you', 'want']	-1,-1 RESTAURANT#GENERAL 2 -1,-1		
['the', 'food', 'was', 'actually', 'awful']	1,2 FOOD#QUALITY 0 4,5		
['i', ' ', 'm', 'not', 'pick', ' ', 'but', 'it', 'was', 'actually', 'gross']	-1,-1 FOOD#QUALITY 0 10,11		
['nice', 'atmosphere', ' ', 'the', 'service', 'was', 'very', 'pleasant', 'and', 'the', 'desert', 'was', 'good']	1,2 AMBIENCE#GENERAL 2 0,1	4,5 SERVICE#GENERAL 2 7,8	10,11 FOOD#QUALITY 2 12,13
['this', 'is', 'the', 'perfect', 'date', 'spot', 'for', 'williamsburg', 'couples']	-1,-1 RESTAURANT#MISCELLANEOUS 2 3,4		
['the', 'jukebox', 'plays', 'everything', 'from', 'italian', 'opera', 'to', 'the', 'strokes']	1,2 AMBIENCE#GENERAL 2 -1,-1		
['best', 'of', 'all', 'is', 'the', 'warm', 'vice', ' ', 'the', 'owner', 'is', 'super', 'friendly', 'and', 'service', 'is', 'fast']	6,7 AMBIENCE#GENERAL 2 5,6	9,10 SERVICE#GENERAL 2 12,13	14,15 SERVICE#GENERAL 2 16,17
['if', 'only', 'they', 'delivered', ' ', 'they', ' ', 'd', 'make', 'a', 'mint']	-1,-1 RESTAURANT#MISCELLANEOUS 1 -1,-1		
['go', 'here', 'for', 'the', 'drinks']	4,5 DRINKS#QUALITY 2 -1,-1		
['the', 'drinks', 'are', 'amazing', 'and', 'half', 'off', 'till', 'pm']	1,2 DRINKS#QUALITY 2 3,4	1,2 DRINKS#PRICES 2 3,4	
['my', 'far', 'was', 'the', 'say', 'last', '  ']	4,6 DRINKS#QUALITY 2 1,2		
['this', 'is', 'an', 'amazing', 'place', 'to', 'try', 'some', 'roi', 'rolls']	8,10 FOOD#QUALITY 2 6,7		
['i', 'really', 'recommend', 'the', 'very', 'simple', 'undo', ' ', 'egg', ' ', 'rolls']	6,11 FOOD#QUALITY 2 2,3	6,11 FOOD#QUALITY 2 5,6	
['amazing']	-1,-1 FOOD#QUALITY 2 0,1		
['towns', 'has', 'recently', 'been', 'done', ' ', 'so', 'it', ' ', 's', 'now', 'a', 'very', 'attractive', 'space']	0,1 AMBIENCE#GENERAL 2 13,14		
['in', 'an', 'area', 'sadly', 'lacking', 'in', 'decent', 'that', 'food', ' ', 'this', 'is', 'one', 'of', 'the', 'best', 'spots']	7,9 FOOD#QUALITY 2 6,7		
['went', 'here', 'last', 'night', ' ', 'nice', 'door', ' ', 'good', 'service', ' ', 'but', 'the', 'food', 'was', 'surprisingly', 'excellent']	6,7 AMBIENCE#GENERAL 2 5,6	9,10 SERVICE#GENERAL 2 8,9	13,14 FOOD#QUALITY 2 16,17
['the', 'portions', 'are', 'huge', ' ', 'so', 'it', 'might', 'be', 'good', 'to', 'order', 'three', 'things', 'to', 'split', ' ', 'rather', 'than', 'one', 'appetite', 'and', 'entree', 'per', 'person', ' ', 'for', 'two', 'people']	1,2 FOOD#STYLE_OPTIONS 1 3,4		
['ca', 'n', ' ', 't', 'wait', 'to', 'go', 'back']	-1,-1 RESTAURANT#GENERAL 2 -1,-1		
['beef', 'noble', 'soup', 'is', 'good', 'as', 'well']	0,3 FOOD#QUALITY 2 4,5		
['the', 'service', 'is', 'good', 'and', 'the', 'restaurant', 'is', 'clean']	1,2 SERVICE#GENERAL 2 3,4	6,7 AMBIENCE#GENERAL 2 8,9	
['best', 'taiwanese', 'food', 'in', 'ny']	1,3 FOOD#QUALITY 2 0,1		
['i', 'have', 'been', 'to', 'ran', ' ', 's', 'probably', '15', 'times', 'the', 'past', '3', 'years', 'and', 'it', 'keeps', 'getting', 'better']	4,7 RESTAURANT#GENERAL 2 18,19		
['ran', ' ', 's', 'has', 'the', 'best', 'service', 'and', 'atmosphere', 'in', 'ny']	6,7 SERVICE#GENERAL 2 5,6	8,9 AMBIENCE#GENERAL 2 5,6	
['good', 'luck', 'getting', 'a', 'table']	-1,-1 RESTAURANT#MISCELLANEOUS 0 -1,-1		
['my', 'roommate', 'and', 'i', 'love', 'this', 'place']	6,7 RESTAURANT#GENERAL 2 4,5		
['we', 'recently', 'decided', 'to', 'try', 'this', 'location', ' ', 'and', 'to', 'our', 'delight', ' ', 'they', 'have', 'outdoor', 'seating', ' ', 'perfect', 'since', 'i', 'had', 'my', 'york', 'with', 'me']	15,17 AMBIENCE#GENERAL 2 11,12	15,17 AMBIENCE#GENERAL 2 18,19	
['indoor', 'was', 'very', 'copy', 'and', 'cut']	0,1 AMBIENCE#GENERAL 2 3,4	0,1 AMBIENCE#GENERAL 2 5,6	
