text_column	other_column1	other_column2	other_column3	corrected_text	cleaned_text	tokens
the spicy tuna roll is huge and probably the best that i ' ve had at this price range .	1,4 FOOD#STYLE_OPTIONS 2 5,6	1,4 FOOD#QUALITY 2 9,10	1,4 FOOD#PRICES 2 9,10	the spice tune roll is huge and probably the best that i ' ve had at this price range .	the spice tune roll is huge and probably the best that i  ve had at this price range 	['the', 'spice', 'tune', 'roll', 'is', 'huge', 'and', 'probably', 'the', 'best', 'that', 'i', 've', 'had', 'at', 'this', 'price', 'range']
the yellowtail was particularly good as well .	1,2 FOOD#QUALITY 2 4,5			the yellowtail was particularly good as well .	the yellowtail was particularly good as well 	['the', 'yellowtail', 'was', 'particularly', 'good', 'as', 'well']
i have reservations about the all you can eat deal , however - - the choices are fairly limited and you can probably order more food than you can eat for less than $ 18 by just going off the menu .	5,10 FOOD#STYLE_OPTIONS 0 18,19	5,10 FOOD#PRICES 0 -1,-1		i have reservations about the all you can eat deal , however - - the choice are fairly limited and you can probably order more food than you can eat for less than $ 18 by just going off the menu .	i have reservations about the all you can eat deal  however   the choice are fairly limited and you can probably order more food than you can eat for less than  18 by just going off the menu 	['i', 'have', 'reservations', 'about', 'the', 'all', 'you', 'can', 'eat', 'deal', 'however', 'the', 'choice', 'are', 'fairly', 'limited', 'and', 'you', 'can', 'probably', 'order', 'more', 'food', 'than', 'you', 'can', 'eat', 'for', 'less', 'than', '18', 'by', 'just', 'going', 'off', 'the', 'menu']
in any event , this is a place i ' ll be sure to stop by again when i ' m in this part of town .	7,8 RESTAURANT#GENERAL 2 -1,-1			in any event , this is a place i ' ll be sure to stop by again when i ' m in this part of town .	in any event  this is a place i  ll be sure to stop by again when i  m in this part of town 	['in', 'any', 'event', 'this', 'is', 'a', 'place', 'i', 'll', 'be', 'sure', 'to', 'stop', 'by', 'again', 'when', 'i', 'm', 'in', 'this', 'part', 'of', 'town']
big wong gets big ups for a fine establishment .	0,2 RESTAURANT#GENERAL 2 3,5	0,2 RESTAURANT#GENERAL 2 7,8		big long gets big up for a fine establishment .	big long gets big up for a fine establishment 	['big', 'long', 'gets', 'big', 'up', 'for', 'a', 'fine', 'establishment']
the atmosphere is noisy and the waiters are literally walking around doing things as fast as they can .	1,2 AMBIENCE#GENERAL 0 3,4	6,7 SERVICE#GENERAL 2 14,15		the atmosphere is noisy and the waters are literally walking around doing things as fast as they can .	the atmosphere is noisy and the waters are literally walking around doing things as fast as they can 	['the', 'atmosphere', 'is', 'noisy', 'and', 'the', 'waters', 'are', 'literally', 'walking', 'around', 'doing', 'things', 'as', 'fast', 'as', 'they', 'can']
the food is prepared quickly and efficiently .	-1,-1 SERVICE#GENERAL 2 4,5	-1,-1 SERVICE#GENERAL 2 6,7		the food is prepared quickly and efficiently .	the food is prepared quickly and efficiently 	['the', 'food', 'is', 'prepared', 'quickly', 'and', 'efficiently']
the takeout is great too since they give high quality tupperware as well .	1,2 SERVICE#GENERAL 2 3,4			the takeout is great too since they give high quality tupperware as well .	the takeout is great too since they give high quality tupperware as well 	['the', 'takeout', 'is', 'great', 'too', 'since', 'they', 'give', 'high', 'quality', 'tupperware', 'as', 'well']
enjoyed a very nice caesar salad while my wife had arugula and goat cheese . . . . both very tasty .	4,6 FOOD#QUALITY 2 0,1	4,6 FOOD#QUALITY 2 3,4	10,14 FOOD#QUALITY 2 20,21	enjoyed a very nice caesar salad while my wife had arugula and goat cheese . . . . both very taste .	enjoyed a very nice caesar salad while my wife had arugula and goat cheese     both very taste 	['enjoyed', 'a', 'very', 'nice', 'caesar', 'salad', 'while', 'my', 'wife', 'had', 'arugula', 'and', 'goat', 'cheese', 'both', 'very', 'taste']
we both opted for a pasta dish and they were served timely and fresh .	5,7 FOOD#QUALITY 2 13,14	-1,-1 SERVICE#GENERAL 2 10,12		we both often for a past dish and they were served timely and fresh .	we both often for a past dish and they were served timely and fresh 	['we', 'both', 'often', 'for', 'a', 'past', 'dish', 'and', 'they', 'were', 'served', 'timely', 'and', 'fresh']
we concluded with tiramisu chocolate cake , both were delicious .	3,6 FOOD#QUALITY 2 9,10			we concluded with tiramisu chocolate cake , both were delicious .	we concluded with tiramisu chocolate cake  both were delicious 	['we', 'concluded', 'with', 'tiramisu', 'chocolate', 'cake', 'both', 'were', 'delicious']
we ' d go back again	-1,-1 RESTAURANT#GENERAL 2 -1,-1			we ' d go back again	we  d go back again	['we', 'd', 'go', 'back', 'again']
i recently went to this restaurant with some co - workers for lunch and had an amazing time .	5,6 RESTAURANT#GENERAL 2 16,18			i recently went to this restaurant with some co - workers for lunch and had an amazing time .	i recently went to this restaurant with some co  workers for lunch and had an amazing time 	['i', 'recently', 'went', 'to', 'this', 'restaurant', 'with', 'some', 'co', 'workers', 'for', 'lunch', 'and', 'had', 'an', 'amazing', 'time']
the staff was accomodating , the food was absolutely delicious and the place is lovely .	1,2 SERVICE#GENERAL 2 3,4	6,7 FOOD#QUALITY 2 9,10	12,13 AMBIENCE#GENERAL 2 14,15	the staff was accomodating , the food was absolutely delicious and the place is lovely .	the staff was accomodating  the food was absolutely delicious and the place is lovely 	['the', 'staff', 'was', 'accomodating', 'the', 'food', 'was', 'absolutely', 'delicious', 'and', 'the', 'place', 'is', 'lovely']
we even had a visit from the manager who wanted to make sure we were enjoying ourselves .	7,8 SERVICE#GENERAL 2 -1,-1			we even had a visit from the manager who wanted to make sure we were enjoying ourselves .	we even had a visit from the manager who wanted to make sure we were enjoying ourselves 	['we', 'even', 'had', 'a', 'visit', 'from', 'the', 'manager', 'who', 'wanted', 'to', 'make', 'sure', 'we', 'were', 'enjoying', 'ourselves']
yes , the prices are high , but i felt it was worth it .	-1,-1 RESTAURANT#PRICES 0 5,6	-1,-1 RESTAURANT#GENERAL 2 12,13		yes , the prices are high , but i felt it was worth it .	yes  the prices are high  but i felt it was worth it 	['yes', 'the', 'prices', 'are', 'high', 'but', 'i', 'felt', 'it', 'was', 'worth', 'it']
we all felt it was worth it .	-1,-1 RESTAURANT#GENERAL 2 5,6			we all felt it was worth it .	we all felt it was worth it 	['we', 'all', 'felt', 'it', 'was', 'worth', 'it']
sometimes i get good food and ok service .	4,5 FOOD#QUALITY 2 3,4	7,8 SERVICE#GENERAL 1 6,7		sometimes i get good food and ok service .	sometimes i get good food and ok service 	['sometimes', 'i', 'get', 'good', 'food', 'and', 'ok', 'service']
it is not consistent .	-1,-1 RESTAURANT#GENERAL 0 2,4			it is not consistent .	it is not consistent 	['it', 'is', 'not', 'consistent']
the place is a bistro which means : simple dishes and wine served efficiently in a bustling atmosphere .	9,10 FOOD#STYLE_OPTIONS 2 8,9	17,18 AMBIENCE#GENERAL 2 16,17	-1,-1 SERVICE#GENERAL 2 13,14	the place is a gastro which means : simple dishes and wine served efficiently in a bustling atmosphere .	the place is a gastro which means  simple dishes and wine served efficiently in a bustling atmosphere 	['the', 'place', 'is', 'a', 'gastro', 'which', 'means', 'simple', 'dishes', 'and', 'wine', 'served', 'efficiently', 'in', 'a', 'bustling', 'atmosphere']
and where does patis go wrong ; no where .	3,4 RESTAURANT#GENERAL 2 -1,-1			and where does paris go wrong ; no where .	and where does paris go wrong  no where 	['and', 'where', 'does', 'paris', 'go', 'wrong', 'no', 'where']
you are not eating haut cuisine with subtle hints of whatever but : cassuolet , steake fritte , tripe stew , etc ; simple stuff .	-1,-1 FOOD#STYLE_OPTIONS 2 -1,-1	-1,-1 FOOD#QUALITY 2 -1,-1		you are not eating hat quinine with subtle hints of whatever but : cassuolet , stake written , trip stew , etc ; simple stuff .	you are not eating hat quinine with subtle hints of whatever but  cassuolet  stake written  trip stew  etc  simple stuff 	['you', 'are', 'not', 'eating', 'hat', 'quinine', 'with', 'subtle', 'hints', 'of', 'whatever', 'but', 'cassuolet', 'stake', 'written', 'trip', 'stew', 'etc', 'simple', 'stuff']
right off the l in brooklyn this is a nice cozy place with good pizza .	14,15 FOOD#QUALITY 2 13,14	11,12 AMBIENCE#GENERAL 2 9,10	11,12 AMBIENCE#GENERAL 2 10,11	right off the l in brooklyn this is a nice copy place with good penza .	right off the l in brooklyn this is a nice copy place with good penza 	['right', 'off', 'the', 'l', 'in', 'brooklyn', 'this', 'is', 'a', 'nice', 'copy', 'place', 'with', 'good', 'penza']
mine was a little burnt but still delicious with goat cheese and panchetta ( raddichio was kind of bitter though ) .	14,15 FOOD#QUALITY 0 18,19	-1,-1 FOOD#QUALITY 2 7,8		mine was a little burnt but still delicious with goat cheese and panchetta ( raddichio was kind of bitter though ) .	mine was a little burnt but still delicious with goat cheese and panchetta  raddichio was kind of bitter though  	['mine', 'was', 'a', 'little', 'burnt', 'but', 'still', 'delicious', 'with', 'goat', 'cheese', 'and', 'panchetta', 'raddichio', 'was', 'kind', 'of', 'bitter', 'though']
my friend got the mushroom pizza which tasted better .	4,6 FOOD#QUALITY 2 8,9			my friend got the mushroom penza which tasted better .	my friend got the mushroom penza which tasted better 	['my', 'friend', 'got', 'the', 'mushroom', 'penza', 'which', 'tasted', 'better']
the sangria was pretty tasty and good on a hot muggy day .	1,2 DRINKS#QUALITY 2 4,5	1,2 DRINKS#QUALITY 2 6,7		the ganglia was pretty taste and good on a hot buggy day .	the ganglia was pretty taste and good on a hot buggy day 	['the', 'ganglia', 'was', 'pretty', 'taste', 'and', 'good', 'on', 'a', 'hot', 'buggy', 'day']
kind of a small place but i guess if they are not too busy might be able to fit a group or kids .	4,5 RESTAURANT#MISCELLANEOUS 1 3,4			kind of a small place but i guess if they are not too busy might be able to fit a group or kiss .	kind of a small place but i guess if they are not too busy might be able to fit a group or kiss 	['kind', 'of', 'a', 'small', 'place', 'but', 'i', 'guess', 'if', 'they', 'are', 'not', 'too', 'busy', 'might', 'be', 'able', 'to', 'fit', 'a', 'group', 'or', 'kiss']
overall i would recommend it and go back again .	-1,-1 RESTAURANT#GENERAL 2 3,4			overall i would recommend it and go back again .	overall i would recommend it and go back again 	['overall', 'i', 'would', 'recommend', 'it', 'and', 'go', 'back', 'again']
i started out with a bombay beer which was big enough for two .	5,7 DRINKS#STYLE_OPTIONS 2 9,10			i started out with a bombay beer which was big enough for two .	i started out with a bombay beer which was big enough for two 	['i', 'started', 'out', 'with', 'a', 'bombay', 'beer', 'which', 'was', 'big', 'enough', 'for', 'two']
mmmmm . . . it was delicious .	-1,-1 FOOD#QUALITY 2 6,7			mamma . . . it was delicious .	mamma    it was delicious 	['mamma', 'it', 'was', 'delicious']
service was slow , but the people were friendly .	0,1 SERVICE#GENERAL 0 2,3	6,7 SERVICE#GENERAL 2 8,9		service was slow , but the people were friendly .	service was slow  but the people were friendly 	['service', 'was', 'slow', 'but', 'the', 'people', 'were', 'friendly']
it ' s a nice place to relax and have conversation .	5,6 AMBIENCE#GENERAL 2 4,5			it ' s a nice place to relax and have conversation .	it  s a nice place to relax and have conversation 	['it', 's', 'a', 'nice', 'place', 'to', 'relax', 'and', 'have', 'conversation']
i ca n ' t wait to go back .	-1,-1 RESTAURANT#GENERAL 2 -1,-1			i ca n ' t wait to go back .	i ca n  t wait to go back 	['i', 'ca', 'n', 't', 'wait', 'to', 'go', 'back']
the food is authentic italian - delicious !	1,2 FOOD#QUALITY 2 3,4	1,2 FOOD#QUALITY 2 6,7		the food is authentic italian - delicious !	the food is authentic italian  delicious 	['the', 'food', 'is', 'authentic', 'italian', 'delicious']
pizza is terrific , as is homemade pasta .	0,1 FOOD#QUALITY 2 2,3	6,7 FOOD#QUALITY 2 2,3		penza is terrific , as is homemade past .	penza is terrific  as is homemade past 	['penza', 'is', 'terrific', 'as', 'is', 'homemade', 'past']
ambience is delightful , service impeccable .	0,1 AMBIENCE#GENERAL 2 2,3	4,5 SERVICE#GENERAL 2 5,6		absence is delightful , service implacable .	absence is delightful  service implacable 	['absence', 'is', 'delightful', 'service', 'implacable']
service was also horrible and the ambience is not that great .	0,1 SERVICE#GENERAL 0 3,4	6,7 AMBIENCE#GENERAL 0 8,11		service was also horrible and the absence is not that great .	service was also horrible and the absence is not that great 	['service', 'was', 'also', 'horrible', 'and', 'the', 'absence', 'is', 'not', 'that', 'great']
do not try unless you ' re just going there to hang out like the rest of the hipsters who apparently have no sense of taste .	-1,-1 RESTAURANT#MISCELLANEOUS 0 -1,-1			do not try unless you ' re just going there to hang out like the rest of the sisters who apparently have no sense of taste .	do not try unless you  re just going there to hang out like the rest of the sisters who apparently have no sense of taste 	['do', 'not', 'try', 'unless', 'you', 're', 'just', 'going', 'there', 'to', 'hang', 'out', 'like', 'the', 'rest', 'of', 'the', 'sisters', 'who', 'apparently', 'have', 'no', 'sense', 'of', 'taste']
i go and eat out at many different restaurants and this is one place you have go and try .	13,14 RESTAURANT#GENERAL 2 -1,-1			i go and eat out at many different restaurant and this is one place you have go and try .	i go and eat out at many different restaurant and this is one place you have go and try 	['i', 'go', 'and', 'eat', 'out', 'at', 'many', 'different', 'restaurant', 'and', 'this', 'is', 'one', 'place', 'you', 'have', 'go', 'and', 'try']
this is my first time writing a review for a restaurant because the food and service was excellent .	13,14 FOOD#QUALITY 2 17,18	15,16 SERVICE#GENERAL 2 17,18		this is my first time writing a review for a restaurant because the food and service was excellent .	this is my first time writing a review for a restaurant because the food and service was excellent 	['this', 'is', 'my', 'first', 'time', 'writing', 'a', 'review', 'for', 'a', 'restaurant', 'because', 'the', 'food', 'and', 'service', 'was', 'excellent']
